Model	Displ	Cyl	Trans	Drive	Fuel	Cert Region	Stnd	Stnd Description	Underhood ID	Veh Class	Air Pollution Score	City MPG	Hwy MPG	Cmb MPG	Greenhouse Gas Score	SmartWay	Comb CO2
KIA Niro Plug-in Hybrid	1.6	4	AutoMan-6	2WD	Gasoline/Electricity	CA	L3SULEV30	California LEV-III SULEV30	JKMXV01.645T	station wagon	7	48/110	44/99	46/105	10	Elite	90
KIA Niro Plug-in Hybrid	1.6	4	AutoMan-6	2WD	Gasoline/Electricity	FA	T3B30	Federal Tier 3 Bin 30	JKMXV01.645T	station wagon	7	48/110	44/99	46/105	10	Elite	90
KIA Niro Touring	1.6	4	AutoMan-6	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	JKMXV01.6D43	station wagon	7	46	40	43	9	Yes	207
KIA Niro Touring	1.6	4	AutoMan-6	2WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	JKMXV01.6D43	station wagon	7	46	40	43	9	Yes	207
KIA Optima	1.6	4	AutoMan-7	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JKMXV01.64VF	large car	3	28	37	31	7	Yes	286
KIA Optima	1.6	4	AutoMan-7	2WD	Gasoline	CA	U2	California LEV-II ULEV	JKMXV01.64VF	large car	3	28	37	31	7	Yes	286
KIA Optima	2	4	SemiAuto-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JKMXV02.04GF	large car	3	22	31	25	5	No	360
KIA Optima	2	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	JKMXV02.04GF	large car	3	22	31	25	5	No	360
KIA Optima	2.4	4	SemiAuto-6	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	JHYXV02.4AJ3	large car	7	24	34	28	6	No	321
KIA Optima	2.4	4	SemiAuto-6	2WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	JHYXV02.4AJ3	large car	7	24	34	28	6	No	321
KIA Optima	2.4	4	SemiAuto-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	JHYXV02.4AJ5	large car	5	24	34	28	6	No	321
KIA Optima	2.4	4	SemiAuto-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	JHYXV02.4AJ5	large car	5	24	34	28	6	No	321
KIA Optima FE	2.4	4	SemiAuto-6	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	JHYXV02.4AJ3	large car	7	25	36	29	6	No	310
KIA Optima FE	2.4	4	SemiAuto-6	2WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	JHYXV02.4AJ3	large car	7	25	36	29	6	No	310
KIA Optima FE	2.4	4	SemiAuto-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	JHYXV02.4AJ5	large car	5	25	36	29	6	No	310
KIA Optima FE	2.4	4	SemiAuto-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	JHYXV02.4AJ5	large car	5	25	36	29	6	No	310
KIA Optima Hybrid	2	4	AutoMan-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JKMXV02.0426	midsize car	3	39	46	42	9	Yes	212
KIA Optima Hybrid	2	4	AutoMan-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JKMXV02.0426	midsize car	3	39	46	42	9	Yes	212
KIA Optima S	2.4	4	SemiAuto-6	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	JHYXV02.4AJ3	large car	7	23	32	26	5	No	340
KIA Optima S	2.4	4	SemiAuto-6	2WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	JHYXV02.4AJ3	large car	7	23	32	26	5	No	340
KIA Optima S	2.4	4	SemiAuto-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	JHYXV02.4AJ5	large car	5	23	32	26	5	No	340
KIA Optima S	2.4	4	SemiAuto-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	JHYXV02.4AJ5	large car	5	23	32	26	5	No	340
KIA Optima plug-in hybrid	2	4	AutoMan-6	2WD	Gasoline/Electricity	CA	L3SULEV30	California LEV-III SULEV30	JKMXV02.043T	midsize car	7	38/103	43/104	40/103	10	Elite	97
KIA Optima plug-in hybrid	2	4	AutoMan-6	2WD	Gasoline/Electricity	FA	T3B30	Federal Tier 3 Bin 30	JKMXV02.043T	midsize car	7	38/103	43/104	40/103	10	Elite	97
KIA Rio	1.6	4	Man-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JKMXV01.6DA6	small car	3	29	37	32	7	Yes	277
KIA Rio	1.6	4	Man-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JKMXV01.6DA6	small car	3	29	37	32	7	Yes	277
KIA Rio	1.6	4	SemiAuto-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JKMXV01.6DA6	small car	3	28	37	32	7	Yes	280
KIA Rio	1.6	4	SemiAuto-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JKMXV01.6DA6	small car	3	28	37	32	7	Yes	280
KIA Sedona	3.3	6	SemiAuto-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JKMXT03.34SF	minivan	3	18	24	20	4	No	443
KIA Sedona	3.3	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	JKMXT03.34SF	minivan	3	18	24	20	4	No	443
KIA Sedona SX	3.3	6	SemiAuto-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JKMXT03.34SF	minivan	3	18	25	21	4	No	433
KIA Sedona SX	3.3	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	JKMXT03.34SF	minivan	3	18	25	21	4	No	433
KIA Sedona SXL	3.3	6	SemiAuto-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JKMXT03.34SF	minivan	3	17	22	19	3	No	476
KIA Sedona SXL	3.3	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	JKMXT03.34SF	minivan	3	17	22	19	3	No	476
KIA Sorento	2	4	SemiAuto-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JKMXV02.04WF	small SUV	3	20	27	23	5	No	397
KIA Sorento	2	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	JKMXV02.04WF	small SUV	3	20	27	23	5	No	397
KIA Sorento	2	4	SemiAuto-6	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JKMXV02.04WF	small SUV	3	19	25	22	4	No	414
KIA Sorento	2	4	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	JKMXV02.04WF	small SUV	3	19	25	22	4	No	414
KIA Sorento	2.4	4	SemiAuto-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	JKMXV02.44P5	small SUV	5	21	28	24	5	No	377
KIA Sorento	2.4	4	SemiAuto-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	JKMXV02.44P5	small SUV	5	21	28	24	5	No	377
KIA Sorento	2.4	4	SemiAuto-6	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	JKMXV02.44P5	small SUV	5	21	25	22	4	No	397
KIA Sorento	2.4	4	SemiAuto-6	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	JKMXV02.44P5	small SUV	5	21	25	22	4	No	397
KIA Sorento	3.3	6	SemiAuto-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JKMXV03.34RF	small SUV	3	18	25	20	4	No	436
KIA Sorento	3.3	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	JKMXV03.34RF	small SUV	3	18	25	20	4	No	436
KIA Sorento	3.3	6	SemiAuto-6	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JKMXV03.34RF	small SUV	3	17	23	19	3	No	465
KIA Sorento	3.3	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	JKMXV03.34RF	small SUV	3	17	23	19	3	No	465
KIA Sorento FE	3.3	6	SemiAuto-6	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JKMXV03.34RF	small SUV	3	18	25	21	4	No	434
KIA Sorento FE	3.3	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	JKMXV03.34RF	small SUV	3	18	25	21	4	No	434
KIA Soul	1.6	4	AutoMan-7	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JKMXV01.64JF	station wagon	3	26	31	28	6	No	320
KIA Soul	1.6	4	AutoMan-7	2WD	Gasoline	CA	U2	California LEV-II ULEV	JKMXV01.64JF	station wagon	3	26	31	28	6	No	320
KIA Soul	1.6	4	Man-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JKMXV01.6DA6	station wagon	3	24	30	27	6	No	335
KIA Soul	1.6	4	Man-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JKMXV01.6DA6	station wagon	3	24	30	27	6	No	335
KIA Soul	1.6	4	SemiAuto-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JKMXV01.6DA6	station wagon	3	25	30	27	6	No	330
KIA Soul	1.6	4	SemiAuto-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JKMXV01.6DA6	station wagon	3	25	30	27	6	No	330
KIA Soul	2	4	SemiAuto-6	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	JKMXV02.04C3	station wagon	7	25	30	27	6	No	334
KIA Soul	2	4	SemiAuto-6	2WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	JKMXV02.04C3	station wagon	7	25	30	27	6	No	334
KIA Soul	2	4	SemiAuto-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	JKMXV02.04C5	station wagon	5	25	30	27	6	No	334
KIA Soul	2	4	SemiAuto-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	JKMXV02.04C5	station wagon	5	25	30	27	6	No	334
KIA Soul Electric	N/A	N/A	Auto-1	2WD	Electricity	FA	T3B0	Federal Tier 3 Bin 0	JKMXV00.0411	station wagon	10	124	93	108	10	Elite	0
KIA Soul Electric	N/A	N/A	Auto-1	2WD	Electricity	CA	ZEV	California ZEV	JKMXV00.0411	station wagon	10	124	93	108	10	Elite	0
KIA Sportage	2	4	SemiAuto-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JKMXT02.04MF	small SUV	3	21	26	23	5	No	392
KIA Sportage	2	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	JKMXT02.04MF	small SUV	3	21	26	23	5	No	392
KIA Sportage	2	4	SemiAuto-6	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JKMXT02.04MF	small SUV	3	20	23	21	4	No	424
KIA Sportage	2	4	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	JKMXT02.04MF	small SUV	3	20	23	21	4	No	424
KIA Sportage	2.4	4	SemiAuto-6	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	JKMXT02.44N3	small SUV	7	22	29	25	5	No	358
KIA Sportage	2.4	4	SemiAuto-6	2WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	JKMXT02.44N3	small SUV	7	22	29	25	5	No	358
KIA Sportage	2.4	4	SemiAuto-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	JKMXT02.44N5	small SUV	5	22	29	25	5	No	358
KIA Sportage	2.4	4	SemiAuto-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	JKMXT02.44N5	small SUV	5	22	29	25	5	No	358
KIA Sportage	2.4	4	SemiAuto-6	4WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	JKMXT02.44N3	small SUV	7	21	25	23	5	No	397
KIA Sportage	2.4	4	SemiAuto-6	4WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	JKMXT02.44N3	small SUV	7	21	25	23	5	No	397
KIA Sportage	2.4	4	SemiAuto-6	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	JKMXT02.44N5	small SUV	5	21	25	23	5	No	397
KIA Sportage	2.4	4	SemiAuto-6	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	JKMXT02.44N5	small SUV	5	21	25	23	5	No	397
KIA Sportage FE	2.4	4	SemiAuto-6	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	JKMXT02.44N3	small SUV	7	23	30	26	5	No	351
KIA Sportage FE	2.4	4	SemiAuto-6	2WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	JKMXT02.44N3	small SUV	7	23	30	26	5	No	351
KIA Sportage FE	2.4	4	SemiAuto-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	JKMXT02.44N5	small SUV	5	23	30	26	5	No	351
KIA Sportage FE	2.4	4	SemiAuto-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	JKMXT02.44N5	small SUV	5	23	30	26	5	No	351
KIA Sportage FE	2.4	4	SemiAuto-6	4WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	JKMXT02.44N3	small SUV	7	21	25	22	4	No	400
KIA Sportage FE	2.4	4	SemiAuto-6	4WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	JKMXT02.44N3	small SUV	7	21	25	22	4	No	400
KIA Sportage FE	2.4	4	SemiAuto-6	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	JKMXT02.44N5	small SUV	5	21	25	22	4	No	400
KIA Sportage FE	2.4	4	SemiAuto-6	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	JKMXT02.44N5	small SUV	5	21	25	22	4	No	400
KIA Stinger	2	4	SemiAuto-8	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JKMXV02.04X6	midsize car	3	22	29	25	5	No	365
KIA Stinger	2	4	SemiAuto-8	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JKMXV02.04X6	midsize car	3	22	29	25	5	No	365
KIA Stinger	2	4	SemiAuto-8	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JKMXV02.04X6	midsize car	3	21	29	24	5	No	368
KIA Stinger	2	4	SemiAuto-8	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JKMXV02.04X6	midsize car	3	21	29	24	5	No	368
KIA Stinger	3.3	6	SemiAuto-8	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JKMXV03.34Y6	midsize car	3	19	25	21	4	No	420
KIA Stinger	3.3	6	SemiAuto-8	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JKMXV03.34Y6	midsize car	3	19	25	21	4	No	420
KIA Stinger	3.3	6	SemiAuto-8	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JKMXV03.34Y6	midsize car	3	19	25	21	4	No	420
KIA Stinger	3.3	6	SemiAuto-8	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JKMXV03.34Y6	midsize car	3	19	25	21	4	No	420
KOENIGSEGG Agera RS	5	8	Auto-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	JKGGV05.01HS	small car	1	11	18	13	1	No	654
LAMBORGHINI Aventador Coupe	6.5	12	AMS-7	4WD	Gasoline	CA	L2	California LEV-II LEV	JVGAV06.5LLR	small car	1	10	17	12	1	No	731
LAMBORGHINI Aventador Coupe	6.5	12	AMS-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	JVGAV06.5LLR	small car	1	10	17	12	1	No	731
LAMBORGHINI Aventador Roadster	6.5	12	AMS-7	4WD	Gasoline	CA	L2	California LEV-II LEV	JVGAV06.5LLR	small car	1	10	16	12	1	No	751
LAMBORGHINI Aventador Roadster	6.5	12	AMS-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	JVGAV06.5LLR	small car	1	10	16	12	1	No	751
LAMBORGHINI Aventador S Coupe	6.5	12	AMS-7	4WD	Gasoline	CA	L2	California LEV-II LEV	JVGAV06.5LLR	small car	1	10	17	12	1	No	731
LAMBORGHINI Aventador S Coupe	6.5	12	AMS-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	JVGAV06.5LLR	small car	1	10	17	12	1	No	731
LAMBORGHINI Aventador S Roadster	6.5	12	AMS-7	4WD	Gasoline	CA	L2	California LEV-II LEV	JVGAV06.5LLR	small car	1	10	16	12	1	No	751
LAMBORGHINI Aventador S Roadster	6.5	12	AMS-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	JVGAV06.5LLR	small car	1	10	16	12	1	No	751
LAMBORGHINI Huracan	5.2	10	AMS-7	2WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	JVGAV05.2NBE	small car	1	14	21	16	2	No	541
LAMBORGHINI Huracan	5.2	10	AMS-7	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	JVGAV05.2NBE	small car	1	14	21	16	2	No	541
LAMBORGHINI Huracan	5.2	10	AMS-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	JVGAV05.2NBE	small car	1	14	19	16	2	No	570
LAMBORGHINI Huracan	5.2	10	AMS-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	JVGAV05.2NBE	small car	1	14	19	16	2	No	570
LAMBORGHINI Huracan	5.2	10	AMS-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	JVGAV05.2NDE	small car	1	14	19	16	2	No	570
LAMBORGHINI Huracan	5.2	10	AMS-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	JVGAV05.2NDE	small car	1	14	19	16	2	No	570
LAMBORGHINI Huracan Spyder	5.2	10	AMS-7	2WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	JVGAV05.2NBE	small car	1	14	20	16	2	No	543
LAMBORGHINI Huracan Spyder	5.2	10	AMS-7	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	JVGAV05.2NBE	small car	1	14	20	16	2	No	543
LAMBORGHINI Huracan Spyder	5.2	10	AMS-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	JVGAV05.2NBE	small car	1	13	19	15	2	No	577
LAMBORGHINI Huracan Spyder	5.2	10	AMS-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	JVGAV05.2NBE	small car	1	13	19	15	2	No	577
LAMBORGHINI Huracan Spyder	5.2	10	AMS-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	JVGAV05.2NDE	small car	1	13	19	15	2	No	577
LAMBORGHINI Huracan Spyder	5.2	10	AMS-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	JVGAV05.2NDE	small car	1	13	19	15	2	No	577
LAND ROVER Discovery	3	6	SemiAuto-8	4WD	Diesel	CA	L3LEV160	California LEV-III LEV160	JJLXT03.0GTR	standard SUV	1	21	26	23	4	No	448
LAND ROVER Discovery	3	6	SemiAuto-8	4WD	Diesel	FA	T3B160	Federal Tier 3 Bin 160	JJLXT03.0GTR	standard SUV	1	21	26	23	4	No	448
LAND ROVER Discovery	3	6	SemiAuto-8	4WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	JJLXT03.0FSP	standard SUV	7	16	21	18	3	No	500
LAND ROVER Discovery	3	6	SemiAuto-8	4WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	JJLXT03.0FSP	standard SUV	7	16	21	18	3	No	500
LAND ROVER Discovery Sport	2	4	SemiAuto-9	4WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	JJLXT02.0RTV	small SUV	7	20	25	22	4	No	402
LAND ROVER Discovery Sport	2	4	SemiAuto-9	4WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	JJLXT02.0RTV	small SUV	7	21	25	22	4	No	395
LAND ROVER Discovery Sport	2	4	SemiAuto-9	4WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	JJLXT02.0RTV	small SUV	7	20	25	22	4	No	402
LAND ROVER Discovery Sport	2	4	SemiAuto-9	4WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	JJLXT02.0RTV	small SUV	7	21	25	22	4	No	395
LAND ROVER Range Rover	3	6	SemiAuto-8	4WD	Diesel	CA	L3LEV160	California LEV-III LEV160	JJLXT03.0GTR	standard SUV	1	22	28	24	4	No	412
LAND ROVER Range Rover	3	6	SemiAuto-8	4WD	Diesel	FA	T3B160	Federal Tier 3 Bin 160	JJLXT03.0GTR	standard SUV	1	22	28	24	4	No	412
LAND ROVER Range Rover	3	6	SemiAuto-8	4WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	JJLXT03.0FSP	standard SUV	7	17	23	19	3	No	468
LAND ROVER Range Rover	3	6	SemiAuto-8	4WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	JJLXT03.0FSP	standard SUV	7	17	23	19	3	No	468
LAND ROVER Range Rover	5	8	SemiAuto-8	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JJLXT05.0FSN	standard SUV	3	14	19	16	2	No	569
LAND ROVER Range Rover	5	8	SemiAuto-8	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JJLXT05.0FSN	standard SUV	3	16	21	18	3	No	491
LAND ROVER Range Rover	5	8	SemiAuto-8	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JJLXT05.0FSN	standard SUV	3	14	19	16	2	No	569
LAND ROVER Range Rover	5	8	SemiAuto-8	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JJLXT05.0FSN	standard SUV	3	16	21	18	3	No	491
LAND ROVER Range Rover Evoque	2	4	SemiAuto-9	4WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	JJLXT02.0RTV	small SUV	7	21	29	24	5	No	377
LAND ROVER Range Rover Evoque	2	4	SemiAuto-9	4WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	JJLXT02.0RTV	small SUV	7	22	29	25	5	No	362
LAND ROVER Range Rover Evoque	2	4	SemiAuto-9	4WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	JJLXT02.0RTV	small SUV	7	21	29	24	5	No	377
LAND ROVER Range Rover Evoque	2	4	SemiAuto-9	4WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	JJLXT02.0RTV	small SUV	7	22	29	25	5	No	362
LAND ROVER Range Rover Evoque Cabriolet	2	4	SemiAuto-9	4WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	JJLXT02.0RTV	small SUV	7	21	29	24	5	No	371
LAND ROVER Range Rover Evoque Cabriolet	2	4	SemiAuto-9	4WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	JJLXT02.0RTV	small SUV	7	21	29	24	5	No	371
LAND ROVER Range Rover LWB	5	8	SemiAuto-8	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JJLXT05.0FSN	standard SUV	3	13	19	15	2	No	587
LAND ROVER Range Rover LWB	5	8	SemiAuto-8	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JJLXT05.0FSN	standard SUV	3	16	21	18	3	No	491
LAND ROVER Range Rover LWB	5	8	SemiAuto-8	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JJLXT05.0FSN	standard SUV	3	13	19	15	2	No	587
LAND ROVER Range Rover LWB	5	8	SemiAuto-8	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JJLXT05.0FSN	standard SUV	3	16	21	18	3	No	491
LAND ROVER Range Rover Sport	3	6	SemiAuto-8	4WD	Diesel	CA	L3LEV160	California LEV-III LEV160	JJLXT03.0GTR	standard SUV	1	22	28	24	4	No	412
LAND ROVER Range Rover Sport	3	6	SemiAuto-8	4WD	Diesel	FA	T3B160	Federal Tier 3 Bin 160	JJLXT03.0GTR	standard SUV	1	22	28	24	4	No	412
LAND ROVER Range Rover Sport	3	6	SemiAuto-8	4WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	JJLXT03.0FSP	standard SUV	7	17	23	19	3	No	468
LAND ROVER Range Rover Sport	3	6	SemiAuto-8	4WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	JJLXT03.0FSP	standard SUV	7	17	23	19	3	No	468
LAND ROVER Range Rover Sport	5	8	SemiAuto-8	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JJLXT05.0FSN	standard SUV	3	15	20	16	2	No	540
LAND ROVER Range Rover Sport	5	8	SemiAuto-8	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JJLXT05.0FSN	standard SUV	3	17	22	19	3	No	474
LAND ROVER Range Rover Sport	5	8	SemiAuto-8	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JJLXT05.0FSN	standard SUV	3	15	20	16	2	No	540
LAND ROVER Range Rover Sport	5	8	SemiAuto-8	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JJLXT05.0FSN	standard SUV	3	17	22	19	3	No	474
LAND ROVER Range Rover Velar	2	4	SemiAuto-8	4WD	Diesel	CA	L3LEV160	California LEV-III LEV160	JJLXJ02.0STY	small SUV	1	26	30	28	5	No	369
LAND ROVER Range Rover Velar	2	4	SemiAuto-8	4WD	Diesel	FA	T3B160	Federal Tier 3 Bin 160	JJLXJ02.0STY	small SUV	1	26	30	28	5	No	369
LAND ROVER Range Rover Velar	2	4	SemiAuto-8	4WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	JJLXJ02.0RTX	small SUV	7	21	27	23	5	No	384
LAND ROVER Range Rover Velar	2	4	SemiAuto-8	4WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	JJLXJ02.0RTX	small SUV	7	21	27	23	5	No	384
LAND ROVER Range Rover Velar	3	6	SemiAuto-8	4WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	JJLXJ03.0FSP	small SUV	7	18	24	20	4	No	439
LAND ROVER Range Rover Velar	3	6	SemiAuto-8	4WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	JJLXJ03.0FSP	small SUV	7	18	24	20	4	No	439
LEXUS ES 300h	2.5	4	SCV-6	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	JTYXV02.5P34	midsize car	7	40	39	40	9	Yes	223
LEXUS ES 300h	2.5	4	SCV-6	2WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	JTYXV02.5P34	midsize car	7	40	39	40	9	Yes	223
LEXUS ES 350	3.5	6	SemiAuto-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JTYXV03.5B6C	midsize car	3	21	30	24	5	No	366
LEXUS ES 350	3.5	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	JTYXV03.5B6C	midsize car	3	21	30	24	5	No	366
LEXUS GS 300	2	4	SemiAuto-8	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JTYXV02.0K6A	midsize car	3	22	32	26	5	No	345
LEXUS GS 300	2	4	SemiAuto-8	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JTYXV02.0K6A	midsize car	3	22	32	26	5	No	345
LEXUS GS 300 F Sport	2	4	SemiAuto-8	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JTYXV02.0K6A	midsize car	3	21	30	24	5	No	368
LEXUS GS 300 F Sport	2	4	SemiAuto-8	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JTYXV02.0K6A	midsize car	3	21	30	24	5	No	368
LEXUS GS 350	3.5	6	SemiAuto-6	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	JTYXV03.5M5A	midsize car	5	19	26	22	4	No	407
